execution_date,PO_ID,PO_NUM,TP_Name,CUSTOMER_NUM,CUSTOMER_NAME,ORDER_ENTRY_DATE,REQ_RECEIPT_DATE,PO,WSO,POA,POC,INV,WSA,ASN,Num_Complete,Num_Required,done_date
2020-04-16 00:00:00.000,4233,006520317132,Coscto,C00250083,COSTCO MINNEAPOLIS BUS CTR,2020-03-18 00:00:00.000,03-23-2020,03-18-2020,NA,NA,Open,03-24-2020,NA,NA,2,3,
2020-05-30 00:00:00.000,5312,006520430134,Coscto,C00250083,COSTCO MINNEAPOLIS BUS CTR,2020-05-01 00:00:00.000,05-06-2020,05-01-2020,NA,NA,Open,05-07-2020,NA,NA,2,3,
2020-07-18 00:00:00.000,11318,006520615154,Coscto,C00250083,COSTCO MINNEAPOLIS BUS CTR,2020-06-18 00:00:00.000,06-21-2020,06-18-2020,NA,NA,Open,06-24-2020,NA,NA,2,3,
2020-07-18 00:00:00.000,14756,006520702137,Coscto,C00250083,COSTCO MINNEAPOLIS BUS CTR,2020-07-13 00:00:00.000,07-08-2020,07-13-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-06-08 00:00:00.000,6566,006530511191,Coscto,C00203877,COSTCO BURBANK BUS CTR,2020-05-12 00:00:00.000,05-17-2020,05-12-2020,05-12-2020,NA,Open,05-14-2020,NA,NA,3,3,05-14-2020
2020-06-25 00:00:00.000,7741,006530522164,Coscto,C00203877,COSTCO BURBANK BUS CTR,2020-05-26 00:00:00.000,01-01-1900,05-26-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,15498,006530608166,Coscto,C00203877,COSTCO BURBANK BUS CTR,2020-07-17 00:00:00.000,01-01-1900,07-17-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,14359,006540709146,Coscto,C00204131,COSTCO S SAN FRANCISCO BUS CTR,2020-07-10 00:00:00.000,07-15-2020,07-10-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-04-04 00:00:00.000,3757,006550305149,Coscto,C00250758,COSTCO DALLAS BUS CTR,2020-03-05 00:00:00.000,03-11-2020,03-05-2020,NA,NA,Open,03-12-2020,NA,NA,2,3,
2020-06-08 00:00:00.000,6935,006550324156,Coscto,C00250758,COSTCO DALLAS BUS CTR,2020-05-15 00:00:00.000,01-01-1900,05-15-2020,NA,NA,Open,03-28-2020,NA,NA,2,3,
2020-07-18 00:00:00.000,14480,006550709197,Coscto,C00250758,COSTCO DALLAS BUS CTR,2020-07-10 00:00:00.000,07-15-2020,07-10-2020,NA,NA,Open,07-15-2020,NA,NA,2,3,
2020-04-23 00:00:00.000,4383,007290324143,Coscto,C00198937,COSTCO HACKENSACK BUS CTR,2020-03-25 00:00:00.000,03-30-2020,03-25-2020,NA,NA,Open,03-28-2020,NA,NA,2,3,
2020-05-08 00:00:00.000,4564,007290408135,Coscto,C00198937,COSTCO HACKENSACK BUS CTR,2020-04-09 00:00:00.000,04-14-2020,04-09-2020,NA,NA,Open,04-14-2020,NA,NA,2,3,
2020-06-17 00:00:00.000,7098,001130504500,Coscto,C00197376,COSTCO SALT LAKE CITY,2020-05-18 00:00:00.000,01-01-1900,05-18-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-06-17 00:00:00.000,7099,001130518482,Coscto,C00197376,COSTCO SALT LAKE CITY,2020-05-19 00:00:00.000,05-24-2020,05-19-2020,05-19-2020,NA,Open,05-22-2020,NA,NA,3,3,05-22-2020
2020-07-08 00:00:00.000,9818,001130608485,Coscto,C00197376,COSTCO SALT LAKE CITY,2020-06-08 00:00:00.000,06-14-2020,06-08-2020,06-09-2020,NA,Open,06-11-2020,NA,NA,3,3,06-11-2020
2020-07-18 00:00:00.000,11476,001130615482,Coscto,C00197376,COSTCO SALT LAKE CITY,2020-06-19 00:00:00.000,06-21-2020,06-19-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,13936,001130707463,Coscto,C00197376,COSTCO SALT LAKE CITY,2020-07-07 00:00:00.000,07-13-2020,07-07-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-06-17 00:00:00.000,7100,001131223522,Coscto,C00197376,COSTCO SALT LAKE CITY,1899-12-30 00:00:00.000,01-01-1900,12-30-1899,NA,NA,Open,Open,NA,NA,1,3,
2020-04-23 00:00:00.000,4379,001150324161,Coscto,C00140095,COSTCO LYNNWOOD BUS CTR,2020-03-25 00:00:00.000,03-30-2020,03-25-2020,NA,NA,Open,03-30-2020,NA,NA,2,3,
2020-07-08 00:00:00.000,9819,001150514154,Coscto,C00140095,COSTCO LYNNWOOD BUS CTR,2020-06-08 00:00:00.000,01-01-1900,06-08-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-08 00:00:00.000,9820,001150608183,Coscto,C00140095,COSTCO LYNNWOOD BUS CTR,2020-06-08 00:00:00.000,06-14-2020,06-08-2020,NA,NA,Open,06-17-2020,NA,NA,2,3,
2020-07-18 00:00:00.000,14766,001150713194,Coscto,C00140095,COSTCO LYNNWOOD BUS CTR,2020-07-14 00:00:00.000,07-19-2020,07-14-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,11389,001710618754,Coscto,C00198820,COSTCO SUMNER DRY,2020-07-10 00:00:00.000,07-01-2020,07-10-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,11390,001750618666,Coscto,C00199976,COSTCO MONROE TOWNSHIP DRY,2020-07-01 00:00:00.000,06-29-2020,07-01-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-05-31 00:00:00.000,6040,005630504192,Coscto,C00146530,COSTCO LAS VEGAS BUS CTR,2020-05-05 00:00:00.000,05-10-2020,05-05-2020,05-06-2020,NA,Open,05-08-2020,NA,NA,3,3,05-08-2020
2020-06-26 00:00:00.000,7967,005630514154,Coscto,C00146530,COSTCO LAS VEGAS BUS CTR,2020-05-27 00:00:00.000,01-01-1900,05-27-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,13207,005630616157,Coscto,C00146530,COSTCO LAS VEGAS BUS CTR,2020-07-01 00:00:00.000,06-22-2020,07-01-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-05-27 00:00:00.000,5176,005780427164,Coscto,C00156406,COSTCO SAN DIEGO BUS CTR,2020-04-28 00:00:00.000,05-03-2020,04-28-2020,NA,NA,Open,05-01-2020,NA,NA,2,3,
2020-07-18 00:00:00.000,15497,005780608128,Coscto,C00156406,COSTCO SAN DIEGO BUS CTR,2020-07-17 00:00:00.000,01-01-1900,07-17-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-04-10 00:00:00.000,3907,006500311158,Coscto,C00199687,COSTCO DENVER BUS CTR,2020-03-12 00:00:00.000,03-17-2020,03-12-2020,NA,NA,Open,03-26-2020,NA,NA,2,3,
2020-06-08 00:00:00.000,6897,006500514163,Coscto,C00199687,COSTCO DENVER BUS CTR,2020-05-15 00:00:00.000,05-20-2020,05-15-2020,NA,NA,Open,05-21-2020,NA,NA,2,3,
2020-07-08 00:00:00.000,9823,006500608182,Coscto,C00199687,COSTCO DENVER BUS CTR,2020-06-08 00:00:00.000,06-14-2020,06-08-2020,NA,NA,Open,06-17-2020,NA,NA,2,3,
2020-04-19 00:00:00.000,4328,006530320157,Coscto,C00203877,COSTCO BURBANK BUS CTR,2020-03-23 00:00:00.000,03-26-2020,03-23-2020,03-23-2020,NA,Open,03-27-2020,NA,NA,3,3,03-27-2020
2020-05-13 00:00:00.000,4790,006530413192,Coscto,C00203877,COSTCO BURBANK BUS CTR,2020-04-14 00:00:00.000,04-19-2020,04-14-2020,04-14-2020,NA,Open,04-16-2020,NA,NA,3,3,04-16-2020
2020-07-18 00:00:00.000,14767,006530713184,Coscto,C00203877,COSTCO BURBANK BUS CTR,2020-07-14 00:00:00.000,07-19-2020,07-14-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-04-08 00:00:00.000,3861,006540309173,Coscto,C00204131,COSTCO S SAN FRANCISCO BUS CTR,2020-03-12 00:00:00.000,03-15-2020,03-12-2020,NA,NA,Open,03-25-2020,NA,NA,2,3,
2020-04-30 00:00:00.000,4461,006540331135,Coscto,C00204131,COSTCO S SAN FRANCISCO BUS CTR,2020-04-01 00:00:00.000,04-06-2020,04-01-2020,NA,NA,Open,04-07-2020,NA,NA,2,3,
2020-06-08 00:00:00.000,6567,006540511164,Coscto,C00204131,COSTCO S SAN FRANCISCO BUS CTR,2020-05-12 00:00:00.000,05-17-2020,05-12-2020,NA,NA,Open,05-19-2020,NA,NA,2,3,
2020-07-15 00:00:00.000,10845,006540615168,Coscto,C00204131,COSTCO S SAN FRANCISCO BUS CTR,2020-06-18 00:00:00.000,06-21-2020,06-18-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-01 00:00:00.000,8891,006550520146,Coscto,C00250758,COSTCO DALLAS BUS CTR,2020-06-01 00:00:00.000,05-26-2020,06-01-2020,NA,NA,Open,05-27-2020,NA,NA,2,3,
2020-07-08 00:00:00.000,9825,006550608248,Coscto,C00250758,COSTCO DALLAS BUS CTR,2020-06-08 00:00:00.000,06-14-2020,06-08-2020,NA,NA,Open,06-12-2020,NA,NA,2,3,
2020-07-18 00:00:00.000,13210,006550618151,Coscto,C00250758,COSTCO DALLAS BUS CTR,2020-07-01 00:00:00.000,06-24-2020,07-01-2020,NA,NA,Open,07-17-2020,NA,NA,2,3,
2020-04-05 00:00:00.000,3792,007670306163,Coscto,C00140103,COSTCO FIFE BUS CTR,2020-03-09 00:00:00.000,03-12-2020,03-09-2020,NA,NA,Open,03-13-2020,NA,NA,2,3,
2020-04-23 00:00:00.000,4384,007670324150,Coscto,C00140103,COSTCO FIFE BUS CTR,2020-03-25 00:00:00.000,03-30-2020,03-25-2020,NA,NA,Open,03-30-2020,NA,NA,2,3,
2020-07-03 00:00:00.000,9278,007670603135,Coscto,C00140103,COSTCO FIFE BUS CTR,2020-06-04 00:00:00.000,06-09-2020,06-04-2020,NA,NA,Open,06-10-2020,NA,NA,2,3,
2020-07-08 00:00:00.000,9826,007670608159,Coscto,C00140103,COSTCO FIFE BUS CTR,2020-06-08 00:00:00.000,06-14-2020,06-08-2020,NA,NA,Open,06-17-2020,NA,NA,2,3,
2020-07-18 00:00:00.000,15188,007670715153,Coscto,C00140103,COSTCO FIFE BUS CTR,2020-07-17 00:00:00.000,07-21-2020,07-17-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-04-11 00:00:00.000,3967,008230306161,Coscto,C00140111,COSTCO HAYWARD BUS CTR,2020-03-13 00:00:00.000,03-12-2020,03-13-2020,NA,NA,Open,03-23-2020,NA,NA,2,3,
2020-05-21 00:00:00.000,4943,008230421132,Coscto,C00140111,COSTCO HAYWARD BUS CTR,2020-04-22 00:00:00.000,04-27-2020,04-22-2020,NA,NA,Open,04-30-2020,NA,NA,2,3,
2020-07-18 00:00:00.000,11386,008230615157,Coscto,C00140111,COSTCO HAYWARD BUS CTR,2020-06-18 00:00:00.000,06-21-2020,06-18-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,13444,008230702123,Coscto,C00140111,COSTCO HAYWARD BUS CTR,2020-07-06 00:00:00.000,07-08-2020,07-06-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,13445,008270702157,Coscto,C00140129,COSTCO PHOENIX BUS CTR,2020-07-06 00:00:00.000,07-08-2020,07-06-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,15499,008930608160,Coscto,C00250873,COSTCO SACRAMENTO BUS CTR,2020-07-17 00:00:00.000,01-01-1900,07-17-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-18 00:00:00.000,11481,009430615160,Coscto,C00197863,COSTCO WESTMINSTER BUS CTR,2020-06-19 00:00:00.000,06-21-2020,06-19-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-14 00:00:00.000,11527,02212847,WAKEFERN,C00077776,WAKEFERN GENERAL MER,2020-06-22 00:00:00.000,07-02-2020,06-22-2020,NA,NA,NA,07-08-2020,NA,NA,2,2,07-08-2020
2020-04-04 00:00:00.000,3766,03287697,Labatt,C00116319,LABATT FOOD SERVICE DALLAS,2020-03-05 00:00:00.000,03-19-2020,03-05-2020,03-16-2020,03-05-2020,NA,Open,NA,NA,3,3,03-16-2020
2020-04-11 00:00:00.000,3944,03295319,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-03-18 00:00:00.000,03-26-2020,03-18-2020,03-30-2020,03-20-2020,NA,Open,NA,NA,3,3,03-30-2020
2020-04-11 00:00:00.000,3945,03295320,Labatt,C00116319,LABATT FOOD SERVICE DALLAS,2020-03-12 00:00:00.000,03-26-2020,03-12-2020,03-30-2020,03-13-2020,NA,Open,NA,NA,3,3,03-30-2020
2020-04-19 00:00:00.000,4325,03306177,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-03-20 00:00:00.000,04-02-2020,03-20-2020,03-30-2020,03-23-2020,NA,04-13-2020,NA,NA,4,3,
2020-05-03 00:00:00.000,4506,03315926,Labatt,C00116319,LABATT FOOD SERVICE DALLAS,2020-04-03 00:00:00.000,04-15-2020,04-03-2020,04-06-2020,04-06-2020,NA,04-20-2020,NA,NA,4,3,
2020-05-03 00:00:00.000,4507,03315927,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-04-03 00:00:00.000,04-15-2020,04-03-2020,04-06-2020,04-06-2020,NA,04-20-2020,NA,NA,4,3,
2020-05-23 00:00:00.000,5040,03328480,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-04-23 00:00:00.000,05-07-2020,04-23-2020,04-29-2020,04-29-2020,NA,05-09-2020,NA,NA,4,3,
2020-05-23 00:00:00.000,5042,03328482,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-04-23 00:00:00.000,05-07-2020,04-23-2020,04-27-2020,04-24-2020,NA,05-09-2020,NA,NA,4,3,
2020-05-31 00:00:00.000,5320,03334654,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-05-01 00:00:00.000,05-14-2020,05-01-2020,05-08-2020,05-08-2020,NA,05-16-2020,NA,NA,4,3,
2020-05-31 00:00:00.000,6303,03341585,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-05-07 00:00:00.000,05-18-2020,05-07-2020,05-08-2020,05-08-2020,NA,05-21-2020,NA,NA,4,3,
2020-05-31 00:00:00.000,6305,03341587,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-05-07 00:00:00.000,05-18-2020,05-07-2020,05-08-2020,05-08-2020,NA,05-21-2020,NA,NA,4,3,
2020-06-08 00:00:00.000,6892,03348371,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-05-14 00:00:00.000,05-28-2020,05-14-2020,05-18-2020,05-18-2020,NA,05-30-2020,NA,NA,4,3,
2020-06-08 00:00:00.000,6893,03348372,Labatt,C00116319,LABATT FOOD SERVICE DALLAS,2020-05-14 00:00:00.000,05-28-2020,05-14-2020,05-15-2020,05-15-2020,NA,05-30-2020,NA,NA,4,3,
2020-06-08 00:00:00.000,6894,03348373,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-05-14 00:00:00.000,05-28-2020,05-14-2020,05-15-2020,05-15-2020,NA,05-30-2020,NA,NA,4,3,
2020-06-20 00:00:00.000,7501,03354781,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-05-22 00:00:00.000,06-02-2020,05-22-2020,05-26-2020,05-26-2020,NA,06-03-2020,NA,NA,4,3,
2020-06-20 00:00:00.000,7503,03354783,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-05-21 00:00:00.000,06-02-2020,05-21-2020,05-26-2020,05-26-2020,NA,06-03-2020,NA,NA,4,3,
2020-06-27 00:00:00.000,8109,03361263,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-05-28 00:00:00.000,06-11-2020,05-28-2020,05-29-2020,05-29-2020,NA,06-13-2020,NA,NA,4,3,
2020-04-05 00:00:00.000,3791,007290306168,Coscto,C00198937,COSTCO HACKENSACK BUS CTR,2020-03-09 00:00:00.000,03-12-2020,03-09-2020,NA,NA,Open,03-12-2020,NA,NA,2,3,
2020-06-08 00:00:00.000,6568,008230511160,Coscto,C00140111,COSTCO HAYWARD BUS CTR,2020-05-12 00:00:00.000,05-17-2020,05-12-2020,NA,NA,Open,05-19-2020,NA,NA,2,3,
2020-04-23 00:00:00.000,4385,008270324162,Coscto,C00140129,COSTCO PHOENIX BUS CTR,2020-03-25 00:00:00.000,03-30-2020,03-25-2020,03-25-2020,NA,Open,03-31-2020,NA,NA,3,3,03-31-2020
2020-05-30 00:00:00.000,5313,008270430154,Coscto,C00140129,COSTCO PHOENIX BUS CTR,2020-05-01 00:00:00.000,05-06-2020,05-01-2020,05-01-2020,NA,Open,05-05-2020,NA,NA,3,3,05-05-2020
2020-07-18 00:00:00.000,11480,008270615193,Coscto,C00140129,COSTCO PHOENIX BUS CTR,2020-06-19 00:00:00.000,06-21-2020,06-19-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-06-20 00:00:00.000,7493,008930511153,Coscto,C00250873,COSTCO SACRAMENTO BUS CTR,2020-05-21 00:00:00.000,05-27-2020,05-21-2020,NA,NA,Open,05-27-2020,NA,NA,2,3,
2020-06-21 00:00:00.000,7538,008930521131,Coscto,C00250873,COSTCO SACRAMENTO BUS CTR,2020-05-22 00:00:00.000,01-01-1900,05-22-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-07-08 00:00:00.000,9872,009320608809,Coscto,C00202812,COSTCO KATY MEXICO DRY,2020-06-08 00:00:00.000,06-21-2020,06-08-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-04-04 00:00:00.000,3758,009430305137,Coscto,C00197863,COSTCO WESTMINSTER BUS CTR,2020-03-05 00:00:00.000,03-11-2020,03-05-2020,NA,NA,Open,03-13-2020,NA,NA,2,3,
2020-05-21 00:00:00.000,4944,009430421134,Coscto,C00197863,COSTCO WESTMINSTER BUS CTR,2020-04-22 00:00:00.000,04-27-2020,04-22-2020,04-22-2020,NA,Open,04-25-2020,NA,NA,3,3,04-25-2020
2020-07-18 00:00:00.000,13945,009470707135,Coscto,C00250890,COSTCO ONTARIO BUS CTR,2020-07-07 00:00:00.000,07-21-2020,07-07-2020,NA,NA,Open,Open,NA,NA,1,3,
2020-05-31 00:00:00.000,7640,01873580,SYSCO,C00022160,SYSCO WESTERN MINNESOTA  INC.,2020-05-25 00:00:00.000,06-04-2020,05-25-2020,NA,05-26-2020,NA,05-29-2020,NA,NA,3,3,05-29-2020
2020-06-25 00:00:00.000,10694,01886920,SYSCO,C00022160,SYSCO WESTERN MINNESOTA  INC.,2020-06-15 00:00:00.000,06-24-2020,06-15-2020,NA,06-15-2020,NA,06-19-2020,NA,NA,3,3,06-19-2020
2020-07-01 00:00:00.000,11677,01892280,SYSCO,C00022160,SYSCO WESTERN MINNESOTA  INC.,2020-06-22 00:00:00.000,07-01-2020,06-22-2020,NA,06-22-2020,NA,06-25-2020,NA,NA,3,3,06-25-2020
2020-07-18 00:00:00.000,14714,01907540,SYSCO,C00022160,SYSCO WESTERN MINNESOTA  INC.,2020-07-13 00:00:00.000,07-22-2020,07-13-2020,NA,07-14-2020,NA,Open,NA,NA,2,3,
2020-05-27 00:00:00.000,6382,02205661,WAKEFERN,C00077776,WAKEFERN GENERAL MER,2020-05-08 00:00:00.000,05-15-2020,05-08-2020,NA,NA,NA,05-21-2020,NA,NA,2,2,05-21-2020
2020-04-04 00:00:00.000,3765,03287696,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-03-05 00:00:00.000,03-19-2020,03-05-2020,03-16-2020,03-05-2020,NA,Open,NA,NA,3,3,03-16-2020
2020-04-04 00:00:00.000,3767,03287698,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-03-05 00:00:00.000,03-19-2020,03-05-2020,03-16-2020,03-05-2020,NA,Open,NA,NA,3,3,03-16-2020
2020-04-11 00:00:00.000,3946,03295321,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-03-12 00:00:00.000,03-26-2020,03-12-2020,03-16-2020,03-13-2020,NA,Open,NA,NA,3,3,03-16-2020
2020-04-19 00:00:00.000,4323,03306175,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-03-23 00:00:00.000,04-02-2020,03-23-2020,03-30-2020,03-24-2020,NA,04-03-2020,NA,NA,4,3,
2020-04-19 00:00:00.000,4324,03306176,Labatt,C00116319,LABATT FOOD SERVICE DALLAS,2020-03-20 00:00:00.000,04-02-2020,03-20-2020,03-30-2020,03-23-2020,NA,04-13-2020,NA,NA,4,3,
2020-03-28 00:00:00.000,4423,03308447,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-03-27 00:00:00.000,04-06-2020,HOLD,NA,03-27-2020,NA,Open,NA,NA,1,3,
2020-05-03 00:00:00.000,4505,03315925,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-04-03 00:00:00.000,04-15-2020,04-03-2020,04-06-2020,04-06-2020,NA,04-20-2020,NA,NA,4,3,
2020-05-17 00:00:00.000,4862,03327014,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-04-17 00:00:00.000,04-28-2020,04-17-2020,04-20-2020,04-20-2020,NA,04-30-2020,NA,NA,4,3,
2020-05-17 00:00:00.000,4863,03327015,Labatt,C00116319,LABATT FOOD SERVICE DALLAS,2020-04-17 00:00:00.000,04-28-2020,04-17-2020,04-20-2020,04-20-2020,NA,04-30-2020,NA,NA,4,3,
2020-05-17 00:00:00.000,4864,03327016,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-04-17 00:00:00.000,04-28-2020,04-17-2020,04-20-2020,04-20-2020,NA,04-30-2020,NA,NA,4,3,
2020-05-23 00:00:00.000,5041,03328481,Labatt,C00116319,LABATT FOOD SERVICE DALLAS,2020-04-23 00:00:00.000,05-07-2020,04-23-2020,04-27-2020,04-24-2020,NA,05-09-2020,NA,NA,4,3,
2020-05-31 00:00:00.000,5318,03334652,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-05-01 00:00:00.000,05-14-2020,05-01-2020,05-04-2020,05-01-2020,NA,05-16-2020,NA,NA,4,3,
2020-05-31 00:00:00.000,5319,03334653,Labatt,C00116319,LABATT FOOD SERVICE DALLAS,2020-05-01 00:00:00.000,05-14-2020,05-01-2020,05-04-2020,05-01-2020,NA,05-16-2020,NA,NA,4,3,
2020-07-04 00:00:00.000,9488,03368474,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-06-04 00:00:00.000,06-18-2020,06-04-2020,06-11-2020,06-05-2020,NA,06-23-2020,NA,NA,4,3,
2020-07-04 00:00:00.000,9490,03368476,Labatt,C00133181,LABATT FOOD SERVICE HOUSTON,2020-06-04 00:00:00.000,06-18-2020,06-04-2020,06-08-2020,06-05-2020,NA,06-23-2020,NA,NA,4,3,
2020-07-06 00:00:00.000,10445,03375414,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-06-11 00:00:00.000,06-25-2020,06-11-2020,NA,06-12-2020,NA,06-30-2020,NA,NA,3,3,06-30-2020
2020-07-06 00:00:00.000,10446,03375415,Labatt,C00116319,LABATT FOOD SERVICE DALLAS,2020-06-11 00:00:00.000,06-25-2020,06-11-2020,NA,06-23-2020,NA,06-30-2020,NA,NA,3,3,06-30-2020
2020-07-18 00:00:00.000,11382,03382949,Labatt,C00608000,LABATT FOOD SERVICE SAN ANTONIO,2020-06-24 00:00:00.000,07-01-2020,06-24-2020,06-25-2020,06-19-2020,NA,07-09-2020,NA,NA,4,3,
